Last Hurrah for Chivalry (Hao xia) (1979),13514
"Clonus Horror, The (1979)",98851
Snake in the Eagle's Shadow (Se ying diu sau) (1978),11537
Hair (1979),10654
Love at First Bite (1979),18966
"Hitch Hikers Guide to the Galaxy, The (1981)",64353
Smiley's People (1982),149645
Blue Thunder (1983),6341
"Day After, The (1983)",7012
Eddie Murphy Delirious (1983),15251
"Norte, El (1984)",17435
Twilight Zone: The Movie (1983),15301
Boy Meets Girl (1984),63418
Cloak & Dagger (1984),48677
"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)",1884
"Silent Night, Deadly Night (1984)",27414
"Times of Harvey Milk, The (1984)",33138
What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984),8221
Anne of Green Gables (1985),17663
Death of a Salesman (1985),12615
Ewoks: The Battle for Endor (1985),10372
Police Story (Ging chaat goo si) (1985),9056
"Quiet Earth, The (1985)",10176
Spies Like Us (1985),9080
White Nights (1985),16082
'Round Midnight (1986),14670
Club Paradise (1986),26555
"Sacrifice, The (Offret - Sacraficatio) (1986)",24657
"Better Tomorrow, A (Ying hung boon sik) (1986)",11471
"Decalogue, The (Dekalog) (1989)",
G.I. Joe: The Movie (1987),17421
Hell Comes to Frogtown (1988),22572
"Law of Desire (Ley del deseo, La) (1987)",4043
Prince of Darkness (1987),8852
"Chinese Ghost Story, A (Sinnui yauwan) (1987)",30421
"Better Tomorrow II, A (Ying hung boon sik II) (1987)",18305
"Bourne Identity, The (1988)",8677
Dominick and Eugene (1988),49314
Killer Klowns from Outer Space (1988),16296
Moonwalker (1988),13192
Alice (Neco z Alenky) (1988),18917
Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),4271
Lonesome Dove (1989),13057
Kiki's Delivery Service (Majo no takkyûbin) (1989),16859
Almost an Angel (1990),25943
Cry-Baby (1990),9768
Bullet in the Head (1990),11909
Ghost Dad (1990),10485
It (1990),2670
Ju Dou (1990),41821
"Krays, The (1990)",21344
Lionheart (1990),9399
Nuns on the Run (1990),11131
Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989),14571
State of Grace (1990),1662
35 Up (1991),20562
Days of Being Wild (A Fei jingjyuhn) (1990),18311
Begotten (1990),1483
Dutch (1991),25330
Hearts of Darkness: A Filmmakers Apocalypse (1991),4539
Johnny Stecchino (1991),12776
Riki-Oh: The Story of Ricky (Lik Wong) (1991),17467
Mannequin 2: On the Move (1991),34376
Only Yesterday (Omohide poro poro) (1991),15080
Other People's Money (1991),6463
Quigley Down Under (1990),9588
Prime Suspect 2 (1992),215993
Captain America (1990),13995
City Hunter (Sing si lip yan) (1993),11198
Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),11621
"Stolen Children (Ladro di bambini, Il) (1992)",47714
Ladybugs (1992),19087
"Mambo Kings, The (1992)",40082
Shining Through (1992),31962
Sidekicks (1992),22590
"Heart in Winter, A (Un coeur en hiver) (1992)",48150
Visions of Light: The Art of Cinematography (1992),41778
Bad Boy Bubby (1993),14135
Barbarians at the Gate (1993),27678
Fortress (1992),12088
Mr. Nanny (1993),19371
"Snapper, The (1993)",12664
Sonatine (Sonachine) (1993),7500
"Stand, The (1994)",13519
"Darkman II: Return of Durant, The (1995)",18998
Freaked (1993),17796
Fist of Legend (Jing wu ying xiong) (1994),17809
Major League II (1994),11067
My Father the Hero (1994),10486
"Pure Formality, A (Pura formalità, Una) (1994)",19223
"Langoliers, The (1995)",152426
"Last Wedding, The (Kivenpyörittäjän kylä) (1995)",51038
Last of the Dogmen (1995),30718
Whisper of the Heart (Mimi wo sumaseba) (1995),37797
Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) (1994),12613
"Summer's Tale, A (Conte d'été) (1996)",37563
"Late Shift, The (1996)",30330
Pusher (1996),2061
"Boxer, The (1997)",16992
Gummo (1997),18415
Nirvana (1997),8765
"Lion King II: Simba's Pride, The (1998)",9732
From the Earth to the Moon (1998),30983
Beowulf (1999),5470
RKO 281 (1999),50008
From Dusk Till Dawn 2: Texas Blood Money (1999) ,12095
Gia (1998),14533
Thursday (1998),9812
Who Am I? (Wo shi shei) (1998),8697
Merlin (1998),7096
Brave New World (1998),27260
Addams Family Reunion (1998),11508
Purgatory (1999),23356
Bleeder (1999),17985
Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001),9597
Candyman 3: Day of the Dead (1999),12485
"Batman/Superman Movie, The (1998)",17074
"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",18491
Style Wars (1983),29587
In July (Im Juli) (2000),3716
Kirikou and the Sorceress (Kirikou et la sorcière) (1998),21348
Taxi 2 (2000),2332
If These Walls Could Talk 2 (2000),28031
"10th Kingdom, The (2000)",110147
"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",43423
2046 (2004),844
Bartleby (2001),53048
Batman Beyond: Return of the Joker (2000),16234
Audition (Ôdishon) (1999),11075
"Nine Lives of Tomas Katz, The (2000)",16171
Monday (2000),36246
Paradise Lost 2: Revelations (2000),17208
Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),2899
Daria: Is It Fall Yet? (2000),44756
Late Night Shopping (2001),18088
61* (2001),20536
Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),2440
Ripley's Game (2002),10955
Jalla! Jalla! (2000),10978
Teknolust (2002),81540
"Accidental Spy, The (Dak miu mai shing) (2001)",11847
Darkness (2002),11056
Blood: The Last Vampire (2000),919
Blueberry (2004),10046
American Psycho II: All American Girl (2002),10726
Ali G Indahouse (2002),9298
Dead or Alive 2: Tôbôsha (2000),13899
Cube 2: Hypercube (2002),437
Pulse (Kairo) (2001),27324
Dog Days (Hundstage) (2001),9025
My Sassy Girl (Yeopgijeogin geunyeo) (2001),11178
Nothing (2003),10981
Undertaking Betty (Plots with a View) (2002),10918
Dead or Alive: Final (2002),36222
Fubar (2002),13984
"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)",16184
Dead End (2003),11427
Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),4689
Jesus Christ Vampire Hunter (2001),16209
Suicide Club (Jisatsu saakuru) (2001),12720
Battlestar Galactica (2003),206216
"Sound of Thunder, A (2005)",10077
"Lion King 1½, The (2004)",11430
Oasis (2002),26955
Remember Me (Ricordati di me) (2003),38970
"Animatrix, The (2003)",55931
"Brown Bunny, The (2003)",12703
Ju-on: The Curse (2000),32250
11:14 (2003),9282
Tremors 4: The Legend Begins (2004),10891
Bring It On Again (2004),12540
"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",60672
And Starring Pancho Villa as Himself (2003),24241
Nicotina (2003),11556
Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),3177
In Hell (2003),19277
Lemony Snicket's A Series of Unfortunate Events (2004),11774
Helen of Troy (2003),19341
"Green Butchers, The (Grønne slagtere, De) (2003)",4972
"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",2841
Last Life in the Universe (Ruang rak noi nid mahasan) (2003),11606
Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),12140
"Cat Returns, The (Neko no ongaeshi) (2002)",15370
"Twilight Samurai, The (Tasogare Seibei) (2002)",12496
"Facing Windows (Finestra di fronte, La) (2003)",29987
Ginger Snaps: Unleashed (2004),10361
'Salem's Lot (2004),36763
Comic Book: The Movie (2004),25757
Intimate Strangers (Confidences trop intimes) (2004),21200
Down to the Bone (2004),40876
Ju-on: The Grudge (2002),11838
Old Boy (2003),670
Red Lights (Feux rouges) (2004),25500
Ginger Snaps Back: The Beginning (2004),12583
One Missed Call (Chakushin ari) (2003),9694
"Jacket, The (2005)",9667
Millions (2004),13373
Starship Troopers 2: Hero of the Federation (2004),10304
Ong-Bak: The Thai Warrior (Ong Bak) (2003),9316
Infernal Affairs 2 (Mou gaan dou II) (2003),11647
"Sea Inside, The (Mar adentro) (2004)",1913
Spanglish (2004),2539
"Chorus, The (Choristes, Les) (2004)",5528
Saints and Soldiers (2003),10105
"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)",1114
"Interpreter, The (2005)",179
Open Water (2003),83
Touch of Pink (2004),55177
Slasher (2004),26766
"Bobby Jones, Stroke of Genius (2004)",24747
Layer Cake (2004),4836
"Return, The (Vozvrashcheniye) (2003)",11190
Flight of the Phoenix (2004),11866
Mean Creek (2004),12281
"Ring Two, The (2005)",10320
"Corporation, The (2003)",11420
"Yes Men, The (2003)",3396
Azumi (2003),5889
In My Father's Den (2004),1126
Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),11658
Metallica: Some Kind of Monster (2004),11401
Born into Brothels (2004),1392
DiG! (2004),1843
Riding Giants (2004),291
What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),8357
"Scanner Darkly, A (2006)",3509
Casshern (2004),11662
Outfoxed: Rupert Murdoch's War on Journalism (2004),13372
Million Dollar Baby (2004),70
Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),12487
Hotel Rwanda (2004),205
Charlie and the Chocolate Factory (2005),118
3-Iron (Bin-jip) (2004),1280
"Life Aquatic with Steve Zissou, The (2004)",421
"Aviator, The (2004)",2567
"Phantom of the Opera, The (2004)",9833
Beyond the Sea (2004),6478
"Woodsman, The (2004)",9692
In Good Company (2004),1901
Meet the Fockers (2004),693
"Assassination of Richard Nixon, The (2004)",842
"Love Song for Bobby Long, A (2004)",9953
"Merchant of Venice, The (2004)",11162
Fat Albert (2004),15045
"Keys to the House, The (Chiavi di casa, Le) (2004)",42420
In the Realms of the Unreal (2004),1853
White Noise (2005),11804
"Upside of Anger, The (2005)",11354
Little Miss Marker (1980),47876
Sweet Liberty (1986),66600
I Remember Mama (1948),43442
Smooth Talk (1985),33766
Out Cold (1989),120328
Man Trouble (1992),39472
Battles Without Honor & Humanity (Jingi naki tatakai) (1973),34326
Stander (2003),18927
Imaginary Heroes (2004),25350
Sergeant York (1941),16442
Ruby & Quentin (Tais-toi!) (2003),7229
Wizards (1977),16220
"Life and Death of Peter Sellers, The (2004)",10609
Appleseed (Appurushîdo) (2004),11633
"Many Adventures of Winnie the Pooh, The (1977)",13716
Elektra (2005),9947
Racing Stripes (2005),6439
Coach Carter (2005),7214
Boys Town (1938),42390
Gold Diggers of 1935 (1935),43892
Rocco and His Brothers (Rocco e i suoi fratelli) (1960),8422
Memories of Murder (Salinui chueok) (2003),11423
"Chase, The (1994)",10694
"Downfall (Untergang, Der) (2004)",613
Assault on Precinct 13 (2005),8978
Are We There Yet? (2005),11637
Alone in the Dark (2005),12142
Hide and Seek (2005),11096
Boogeyman (2005),8968
"Wedding Date, The (2005)",6961
Rory O'Shea Was Here (Inside I'm Dancing) (2004),31165
Nobody Knows (Dare mo shiranai) (2004),2517
Employee of the Month (2004),11413
"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)",661
"Trou, Le (Hole, The) (Night Watch, The) (1960)",29259
Double Dragon (1994),2436
Hands Off the Loot (Touchez pas au grisbi) (1954),27430
Purple Butterfly (Zi hudie) (2003),34561
El Cid (1961),16638
Howl's Moving Castle (Hauru no ugoku shiro) (2004),4935
Steamboy (Suchîmubôi) (2004),8953
Gorgeous (Boh lee chun) (1999),10951
Hitch (2005),8488
Uncle Nino (2003),32588
Bride & Prejudice (2004),57825
Constantine (2005),561
Son of the Mask (2005),10214
Because of Winn-Dixie (2005),17880
Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004),8340
Bunny Lake Is Missing (1965),1942
Night Watch (Nochnoy dozor) (2004),3040
Sons of the Desert (1933),43128
Man of the House (2005),13498
Kung Fu Hustle (Gong fu) (2004),9470
Zelary (2003),19765
Dr. Giggles (1992),37527
"Seven-Per-Cent Solution, The (1976)",29578
"Three Musketeers, The (1973)",2926
Royal Flash (1975),54302
Control (Kontroll) (2003),5204
Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948),8016
Tyler Perry's Diary of a Mad Black Woman (2005),16186
Cursed (2005),10012
"Pacifier, The (2005)",10022
Be Cool (2005),4551
Gunner Palace (2004),30856
Hostage (2005),2026
Robots (2005),9928
Class Action (1991),15771
"Cat and the Canary, The (1927)",76804
"Oh, God! You Devil (1984)",38148
"Agony and the Ecstasy, The (1965)",36815
Twentieth Century (1934),31835
Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958),1093
Cube Zero (2004),438
Julia (1977),42222
Stealing Rembrandt (Rembrandt) (2003),11196
Ice Princess (2005),13374
Melinda and Melinda (2004),9688
Milk and Honey (2003),228890
Miss Congeniality 2: Armed and Fabulous (2005),10040
Guess Who (2005),11638
D.E.B.S. (2004),540
"League of Ordinary Gentlemen, A (2004)",77120
Incident at Loch Ness (2004),48463
Call Northside 777 (1948),26038
"Sword of Doom, The (Dai-bosatsu tôge) (1966)",19884
800 Bullets (800 Balas) (2002),37748
If Looks Could Kill (1991),22434
Greedy (1994),12778
"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)",15283
Knockin' on Heaven's Door (1997),158
We're No Angels (1955),5996
"Touch of Zen, A (Xia nu) (1971)",44154
Walker (1987),28448
Memories (Memorîzu) (1995),42994
"Wild Parrots of Telegraph Hill, The (2003)",17592
"Ballad of Jack and Rose, The (2005)",17113
Sin City (2005),187
Beauty Shop (2005),14177
Sahara (2005),7364
Fever Pitch (2005),11431
Eros (2004),39850
Not on the Lips (Pas sur la bouche) (2003),51945
Electra Glide in Blue (1973),26332
"Special Day, A (Giornata particolare, Una) (1977)",42229
"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",49565
Tanguy (2001),2029
National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003),44181
"Little Girl Who Lives Down the Lane, The (1976)",19971
Ringu 0: Bâsudei (2000),9674
Brothers (Brødre) (2004),3875
Maidens in Uniform (Mädchen in Uniform) (1931),9653
With Six You Get Eggroll (1968),39225
Holiday (Jour de fête) (1949),4595
Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962),31442
"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",775
"Ascent, The (Voskhozhdeniye) (1977)",50183
Carrie (2002),7342
Boccaccio '70 (1962),45267
"Hitchhiker's Guide to the Galaxy, The (2005)",7453
"Amityville Horror, The (2005)",10065
Mutant Aliens (2001),30863
Before the Fall (NaPolA - Elite für den Führer) (2004),9393
"Frisco Kid, The (1979)",16972
State Property 2 (2005),13409
Palindromes (2004),13073
"Lot Like Love, A (2005)",8976
King's Ransom (2005),27360
Enron: The Smartest Guys in the Room (2005),13020
xXx: State of the Union (2005),11679
Kingdom of Heaven (2005),1495
House of Wax (2005),10066
Crash (2004),1640
Mysterious Skin (2004),11171
Mischief (1985),14750
Between Your Legs (Entre las piernas) (1999),53116
San Francisco (1936),43881
Vampire Hunter D (1985),9463
"Common Thread, A (a.k.a. Sequins) (Brodeuses) (2004)",26810
"Cocoanuts, The (1929)",20625
Dear Wendy (2005),10913
Los Angeles Plays Itself (2003),38643
Unleashed (Danny the Dog) (2005),10027
Star Wars: Episode III - Revenge of the Sith (2005),1895
Kicking & Screaming (2005),9981
Monster-in-Law (2005),4379
"Snow Walker, The (2003)",14694
Divorce - Italian Style (Divorzio all'italiana) (1961),20271
Madagascar (2005),953
Airborne (1993),13064
Mad Hot Ballroom (2005),14358
Dominion: Prequel to the Exorcist (2005),12700
"Longest Yard, The (2005)",9291
Saving Face (2004),19316
Cinderella Man (2005),921
"Sisterhood of the Traveling Pants, The (2005)",9779
Lords of Dogtown (2005),9787
Rock School (2005),23825
Mr. & Mrs. Smith (2005),787
"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",14199
High Tension (Haute tension) (Switchblade Romance) (2003),10226
It's All Gone Pete Tong (2004),12109
Eddie Izzard: Dress to Kill (1999),13589
Quo Vadis (1951),11620
Batman Begins (2005),272
Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004),15767
"Perfect Man, The (2005)",15648
Saint Ralph (2004),25248
Herbie: Fully Loaded (2005),11451
Land of the Dead (2005),11683
Bewitched (2005),9722
Rize (2005),2287
Me and You and Everyone We Know (2005),1382
"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)",9534
3 Extremes (Three... Extremes) (Saam gaang yi) (2004),33908
"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",276
Cop and ½ (1993),12574
At the Circus (1939),22553
War of the Worlds (2005),34812
"March of the Penguins (Marche de l'empereur, La) (2005)",1667
Rebound (2005),7233
Dark Water (2005),9009
"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",1553
Fantastic Four (2005),9738
Murderball (2005),14278
Wedding Crashers (2005),9522
Happy Endings (2005),14922
Hustle & Flow (2005),10476
Hardware (1990),11309
"Calcium Kid, The (2004)",31063
"Island, The (2005)",1635
Bad News Bears (2005),13341
"Devil's Rejects, The (2005)",1696
Last Days (2005),1665
November (2004),9775
Sky High (2005),11459
Stealth (2005),10048
Must Love Dogs (2005),11648
"Aristocrats, The (2005)",15258
Georgy Girl (1966),42719
"Order, The (2001)",37632
Serenity (2005),16320
Broken Flowers (2005),308
Miracles - Mr. Canton and Lady Rose (1989),25074
"Browning Version, The (1951)",39946
"Dukes of Hazzard, The (2005)",6519
The Chumscrubber (2005),13919
Junebug (2005),1444
Deuce Bigalow: European Gigolo (2005),11453
"Skeleton Key, The (2005)",9913
Four Brothers (2005),8292
The Great Raid (2005),13922
Pretty Persuasion (2005),14166
Grizzly Man (2005),501
Private Resort (1985),17824
Pusher II: With Blood on My Hands (2004),11328
Duma (2005),15907
Animal Farm (1954),11848
"Teahouse of the August Moon, The (1956)",43313
"40-Year-Old Virgin, The (2005)",6957
Red Eye (2005),11460
Hidden (a.k.a. Cache) (Caché) (2005),445
Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),9564
Kin-Dza-Dza! (1986),20874
Valiant (2005),14175
"Brothers Grimm, The (2005)",4442
"Baxter, The (2005)",13169
"Cave, The (2005)",9042
"Constant Gardener, The (2005)",1985
Transporter 2 (2005),9335
Just Like Heaven (2005),9007
Proof (2005),9777
Lord of War (2005),1830
Cry_Wolf (a.k.a. Cry Wolf) (2005),10092
Everything Is Illuminated (2005),340
Thumbsucker (2005),1546
Family Guy Presents Stewie Griffin: The Untold Story (2005),65215
Police Story 2 (Ging chaat goo si juk jaap) (1988),10753
New Police Story (Xin jing cha gu shi) (2004),11636
Go West (1940),22575
Why We Fight (2005),14286
Doom (2005),8814
Domino (2005),9923
Waiting... (2005),7553
Aeon Flux (2005),8202
Frankenstein 90 (1984),3118
"Unfinished Life, An (2005)",1947
"Man, The (2005)",9074
Survive Style 5+ (2004),16133
Woyzeck (1979),10319
"Exorcism of Emily Rose, The (2005)",8643
Flightplan (2005),9315
Corpse Bride (2005),3933
Green Street Hooligans (a.k.a. Hooligans) (2005),8923
"History of Violence, A (2005)",59
Oliver Twist (2005),257
"Greatest Game Ever Played, The (2005)",15487
Capote (2005),398
Final Fantasy VII: Advent Children (2004),647
Roll Bounce (2005),14544
Into the Blue (2005),11968
MirrorMask (2005),14517
Wallace & Gromit in The Curse of the Were-Rabbit (2005),533
Kiss Kiss Bang Bang (2005),5236
"Bittersweet Life, A (Dalkomhan insaeng) (2005)",11344
"Short Film About Love, A (Krótki film o milosci) (1988)",31056
"All This, and Heaven Too (1940)",43807
Darwin's Nightmare (2004),10700
Beowulf & Grendel (2005),5471
No Direction Home: Bob Dylan (2005),19082
Goal! The Dream Begins (Goal!) (2005),9763
"Wraith, The (1986)",10017
In Her Shoes (2005),11931
"Squid and the Whale, The (2005)",10707
Two for the Money (2005),9910
Brokeback Mountain (2005),142
Elizabethtown (2005),9621
North Country (2005),9701
"Good Night, and Good Luck. (2005)",3291
Dreamer: Inspired by a True Story (2005),12920
"Proposition, The (2005)",16608
"Fog, The (2005)",791
Shopgirl (2005),2610
Stay (2005),8066
"Legend of Zorro, The (2005)",1656
"Weather Man, The (2005)",6963
Saw II (2005),215
Prime (2005),2313
Don't Move (Non ti muovere) (2004),16729
American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),8274
"Great Yokai War, The (Yôkai daisensô) (2005)",42000
Manderlay (2005),1951
Revolver (2005),10851
Jarhead (2005),25
Chicken Little (2005),9982
Dead Man's Shoes (2004),12877
Joyeux Noël (Merry Christmas) (2005),11661
Night of the Lepus (1972),38761
"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)",7974
Sword of the Beast (Kedamono no ken) (1965),46917
Just Friends (2005),10033
Syriana (2005),231
One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002),68098
Derailed (2005),8999
Creep (2004),8555
Pride & Prejudice (2005),4348
Babylon 5,
Wolf Creek (2005),9885
"Descent, The (2005)",9392
Harry Potter and the Goblet of Fire (2005),674
Walk the Line (2005),69
Rent (2005),1833
Zathura (2005),6795
C.R.A.Z.Y. (2005),11421
Sarah Silverman: Jesus Is Magic (2005),16156
Breakfast on Pluto (2005),1420
"Ice Harvest, The (2005)",9005
"Yours, Mine and Ours (2005)",13499
"Libertine, The (2004)",7548
"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970)",20345
Match Point (2005),116
Paradise Now (2005),67
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",411
King Kong (2005),254
Memoirs of a Geisha (2005),1904
"Family Stone, The (2005)",9043
Havoc (2005),14695
Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967),27031
"Room for Romeo Brass, A (1999)",22908
"Matador, The (2005)",9515
Wal-Mart: The High Cost of Low Price (2005),29595
Mozart and the Whale (2005),23478
Don't Look Now: We're Being Shot At (La grande vadrouille) (1966),8290
"Three Burials of Melquiades Estrada, The (2006)",8053
Munich (2005),612
"Producers, The (2005)",9899
Transamerica (2005),546
Rumor Has It... (2005),2800
Cheaper by the Dozen 2 (2005),9641
Fun with Dick and Jane (2005),7552
"Ringer, The (2005)",9927
Casanova (2005),9681
Mrs. Henderson Presents (2005),10773
"Ear, The (Ucho) (1970)",88953
Luxo Jr. (1986),13925
"Dentist, The (1996)",9568
"New World, The (2005)",11400
Voices of a Distant Star (Hoshi no koe) (2003),37910
7 Faces of Dr. Lao (1964),14241
Samurai Assassin (Samurai) (1965),79406
"Boys of Baraka, The (2005)",38785
Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),4550
Grand Theft Parsons (2003),16433
District 13 (Banlieue 13) (2004),10045
Hostel (2005),1690
Grandma's Boy (2006),9900
Tristan & Isolde (2006),9044
Glory Road (2006),9918
Last Holiday (2006),17379
Hoodwinked! (2005),10982
Underworld: Evolution (2006),834
Looking for Comedy in the Muslim World (2005),25890
Casper Meets Wendy (1998),39345
Revolution (1985),12701
Project A ('A' gai waak) (1983),21519
"Bird People in China, The (Chûgoku no chôjin) (1998)",28638
Water (2005),7509
Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),2117
"World's Fastest Indian, The (2005)",9912
Bandidas (2006),1969
Tristram Shandy: A Cock and Bull Story (2005),8435
Helter Skelter (2004),45759
Annapolis (2006),13275
Big Momma's House 2 (2006),11565
Nanny McPhee (2005),11283
"Tuskegee Airmen, The (1995)",31894
Final Destination 3 (2006),9286
Something New (2006),15363
Block Party (a.k.a. Dave Chappelle's Block Party) (2005),292
Imagine Me & You (2005),1544
"Pink Panther, The (2006)",12096
Curious George (2006),9975
Firewall (2006),9754
When a Stranger Calls (2006),10053
London (2005),7515
Freedomland (2006),9959
Winter Passing (2005),14256
Eight Below (2006),9036
Date Movie (2006),10073
Running Scared (2006),7304
Ultraviolet (2006),9920
Just My Luck (2006),10025
Pulse (2006),9682
16 Blocks (2006),2207
Failure to Launch (2006),6877
Ultimate Avengers (2006),14609
Ice Age 2: The Meltdown (2006),950
Ask the Dust (2006),1967
V for Vendetta (2006),752
She's the Man (2006),9655
Thank You for Smoking (2006),9388
Find Me Guilty (2006),9950
Inside Man (2006),388
Tsotsi (2005),868
Aquamarine (2006),14191
Leprechaun 2 (1994),18009
Leprechaun 3 (1995),19286
Leprechaun 4: In Space (1997),19287
Lights in the Dusk (Laitakaupungin valot) (2006),1379
"Hills Have Eyes, The (2006)",9792
"Shaggy Dog, The (2006)",10067
Unknown White Male (2005),35555
"Lives of Others, The (Das leben der Anderen) (2006)",582
Youth of the Beast (Yaju no seishun) (1963),37939
Take the Lead (2006),12763
"Devil and Daniel Johnston, The (2005)",13222
Mouchette (1967),1561
Lucky Number Slevin (2006),186
Volver (2006),219
Akeelah and the Bee (2006),13751
Brainstorm (2001),53961
Stay Alive (2006),10069
Basic Instinct 2 (2006),3093
Brick (2005),9270
"Dead Hate the Living!, The (2000)",28349
Evil Aliens (2005),10177
This Film Is Not Yet Rated (2006),16070
Slither (2006),9035
"Benchwarmers, The (2006)",9957
Renaissance (2006),9389
Go for Zucker! (Alles auf Zucker!) (2004),460
Friends with Money (2006),8998
Reefer Madness: The Movie Musical (2005),20521
Candy (2006),4441
Secrets of a Soul (Geheimnisse einer Seele) (1926),84954
"Child, The (L'enfant) (2005)",11490
9/11 (2002),11304
Scary Movie 4 (2006),4257
Hard Candy (2005),2652
"Prairie Home Companion, A (2006)",9526
"Sentinel, The (2006)",5820
"Wild, The (2006)",9904
Silent Hill (2006),588
American Dreamz (2006),9310
Kinky Boots (2005),16367
"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",8982
Mission: Impossible III (2006),956
RV (2006),9530
United 93 (2006),9829
Stick It (2006),10115
"American Haunting, An (2005)",10008
Down in the Valley (2005),7870
Over the Hedge (2006),7518
Art School Confidential (2006),9786
Poseidon (2006),503
"Da Vinci Code, The (2006)",591
X-Men: The Last Stand (2006),36668
"Break-Up, The (2006)",9767
Peaceful Warrior (2006),13689
Cars (2006),920
"Notorious Bettie Page, The (2005)",15402
Game 6 (2005),80919
On a Clear Day (2005),38344
"Omen, The (2006)",806
Nacho Libre (2006),9353
"Lake House, The (2006)",2044
Click (2006),9339
"Devil Wears Prada, The (2006)",350
Pirates of the Caribbean: Dead Man's Chest (2006),58
"You, Me and Dupree (2006)",1819
Clerks II (2006),2295
Lady in the Water (2006),9697
My Super Ex-Girlfriend (2006),4474
Marie Antoinette (2006),1887
Who Killed the Electric Car? (2006),13508
"Inconvenient Truth, An (2006)",1781
Career Opportunities (1991),16270
High School Musical (2006),10947
I Am a Sex Addict (2005),17628
Stoned (2005),17741
Jet Li's Fearless (Huo Yuan Jia) (2006),7549
"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",9615
Garfield: A Tail of Two Kitties (2006),9513
Metal: A Headbanger's Journey (2005),20604
"Public Eye, The (1992)",31692
Superman Returns (2006),1452
"Road to Guantanamo, The (2006)",7872
Edmond (2005),18191
"OH in Ohio, The (2006)",14474
Little Miss Sunshine (2006),773
"Fallen Idol, The (1948)",21631
Babel (2006),1164
Strangers with Candy (2005),13141
Wordplay (2006),35199
Army of Shadows (L'armée des ombres) (1969),15383
Orchestra Rehearsal (Prova d'orchestra) (1978),47850
Little Man (2006),9072
Monster House (2006),9297
Snakes on a Plane (2006),326
Scoop (2006),512
Talladega Nights: The Ballad of Ricky Bobby (2006),9718
Night at the Museum (2006),1593
World Trade Center (2006),1852
Stranger than Fiction (2006),1262
Miami Vice (2006),82
"Pursuit of Happyness, The (2006)",1402
John Tucker Must Die (2006),9293
"Ant Bully, The (2006)",9906
Crank (2006),1948
"Secret Life of Words, The (2005)",148
Chaos (2005),5289
"Night Listener, The (2006)",9782
